ident,name,lat,lon,gt,pred,detected,confidence,bbox_px,category
JY34,Verizon,40.67252777777777,-74.6358888888889,1,1,True,0.6432,"[253, 255, 395, 384]",TP
JY36,Mianecki,41.03483333333333,-74.84641666666666,0,0,False,0.0,,TN
JY64,Virtua Our Lady of Lourdes Hospital,39.92820833333333,-75.0943361111111,0,0,True,0.3056,"[561, 0, 640, 72]",TN
JY79,Oceans Casino Resort,39.362297222222224,-74.4161388888889,0,1,True,0.5784,"[345, 231, 499, 375]",FP
MA01,Gillette Stadium,42.08866111111112,-71.2632888888889,1,1,True,0.5712,"[215, 207, 439, 409]",TP
MA02,Msp Ghq,42.29659430555555,-71.41583083333335,1,1,True,0.7496,"[253, 250, 408, 384]",TP
MA03,Sturdy Meml Hospital,41.94047777777777,-71.27710277777777,0,0,False,0.0,,TN
MA09,Mojarr,42.050291666666666,-71.89023055555556,1,0,True,0.4272,"[281, 258, 384, 350]",FN
MA10,Chambers,42.37815555555556,-71.08857222222221,1,1,True,0.6985,"[290, 285, 394, 377]",TP
MA11,Dog Fish Bar,41.35422222222223,-70.80475555555556,0,0,False,0.0,,TN
MA13,Nugent,42.627873055555554,-70.6378213888889,0,0,False,0.0,,TN
MA15,Pond Road,42.62842861111111,-70.64338083333334,0,0,False,0.0,,TN
MA20,Beverly Hospital,42.5662,-70.87822499999999,1,1,True,0.5025,"[210, 224, 401, 396]",TP
MA22,The Beat,42.315127777777775,-71.04926388888889,1,1,True,0.5978,"[211, 232, 399, 395]",TP
MA23,North Bay,41.6268,-70.39961666666667,0,0,False,0.0,,TN
MA29,Camp Edwards,41.67149611111111,-70.56475138888888,0,0,False,0.0,,TN
MA31,Charlton Meml Hospital,41.70977222222223,-71.14680277777778,1,1,True,0.7738,"[243, 255, 396, 390]",TP
MA32,Atlantic Trade,42.26119611111111,-71.76951944444444,0,0,True,0.2574,"[606, 361, 640, 481]",TN
MA35,Hat Factory,42.835125000000005,-70.93108333333333,0,0,False,0.0,,TN
MA37,Falmouth Hospital,41.56514166666666,-70.62465555555555,1,1,True,0.5616,"[248, 255, 388, 375]",TP
MA39,Brigham & Women's Hospital,42.33638888888889,-71.10674999999999,1,1,True,0.7658,"[215, 247, 367, 389]",TP
MA41,Princess Lane,42.22435555555556,-71.55968055555556,0,0,False,0.0,,TN
MA42,U S C G,42.61009527777778,-70.66004416666667,0,0,False,0.0,,TN
MA45,Simmons,42.12510111111112,-70.84309777777777,0,0,False,0.0,,TN
MA46,Army Ntl Guard,42.130652777777776,-71.48422777777778,0,0,False,0.0,,TN
MA47,Chicopee,42.18259277777778,-72.56147694444444,0,0,False,0.0,,TN
MA50,Compaq Marlboro,42.326205,-71.57617666666667,0,0,False,0.0,,TN
MA51,Richie's,41.63834722222222,-71.039425,0,0,False,0.0,,TN
MA57,Us Property & Fiscal Office,42.28342944444445,-71.36617027777777,0,0,False,0.0,,TN
MA62,Marthas Vineyard Hospital,41.45981166666667,-70.57892069444443,1,1,True,0.6657,"[262, 276, 396, 393]",TP
MA66,Tufts Medical Center,42.34903747222222,-71.06322405555555,1,1,True,0.7384,"[179, 206, 314, 317]",TP
MA68,Massachusetts Mutual Life Insurance Company,42.11623275,-72.54255927777777,1,1,True,0.5825,"[230, 245, 405, 401]",TP
MA83,Hubbard Rgnl Hospital,42.02750555555556,-71.852825,1,1,True,0.5807,"[236, 250, 394, 381]",TP
MA95,Bear Hole,42.12648194444444,-72.66953555555556,0,0,False,0.0,,TN
MA98,Anna Jaques Hospital,42.81383888888889,-70.89154444444445,1,1,True,0.7407,"[175, 273, 359, 436]",TP
MA99,Princess House,41.86121222222222,-71.10782305555556,0,0,False,0.0,,TN
MUI,Muir AHP (Fort Indiantown Gap),40.43523025,-76.56863144444443,1,0,False,0.0,,FN
N09,Northfield,41.72370805555556,-73.11566555555555,0,0,False,0.0,,TN
N48,Horsham Valley Airways Inc,40.2020525,-75.17822916666667,1,1,True,0.6939,"[80, 506, 245, 639]",TP
N95,Carlisle Barracks,40.20352222222223,-77.16301944444444,1,0,True,0.2933,"[191, 204, 402, 401]",FN
NJ01,Campbell Soup,39.94044444444444,-75.10663888888888,1,1,True,0.7544,"[239, 249, 358, 359]",TP
NJ02,Camden Tower,39.94842222222222,-75.13030555555555,1,0,True,0.2599,"[350, 257, 518, 402]",FN
NJ03,Prudential Center,40.733244444444445,-74.17194722222223,1,1,True,0.7226,"[230, 229, 395, 366]",TP
NJ04,At&t Cedarbrook,39.74497222222222,-74.9143888888889,0,0,True,0.3081,"[381, 561, 447, 622]",TN
NJ05,Jersey Shore University Medical Center,40.20981944444445,-74.04105277777778,1,1,True,0.7755,"[337, 268, 466, 375]",TP
NJ08,Stone Harbor Golf Club,39.10539444444444,-74.80939166666667,0,1,True,0.59,"[343, 400, 435, 487]",FP
NJ10,Dayton,40.37281111111111,-74.517375,1,1,True,0.6389,"[152, 215, 418, 451]",TP
NJ12,State Police Bloomfield,40.83814722222223,-74.17859166666668,1,1,True,0.7692,"[256, 259, 385, 379]",TP
NJ17,Cooper Kelemen,39.94111111111111,-75.11638888888888,1,1,True,0.6323,"[223, 315, 344, 428]",TP
NJ19,Deborah Heart & Lung Center,39.97872555555556,-74.58404416666666,1,1,True,0.7919,"[214, 327, 338, 440]",TP
NJ22,Hackensack Medical Center,40.88428888888889,-74.0561361111111,1,1,True,0.5507,"[248, 251, 392, 381]",TP
NJ26,On 3 Helistop,40.8351,-74.1526138888889,0,0,False,0.0,,TN
NJ27,Wrnj,40.8463,-74.80494999999999,1,0,False,0.0,,FN
NJ28,NWS Earle,40.25427805555555,-74.1690313888889,0,0,False,0.0,,TN
NJ29,South County,40.30010861111111,-74.53293138888888,0,0,False,0.0,,TN
NJ38,Martens Stadium,40.773989444444446,-74.20931194444445,0,0,False,0.0,,TN
NJ40,Hovtown,40.21888888888889,-74.095,0,0,False,0.0,,TN
NJ41,Hudson Farm West,40.987875555555554,-74.72516388888889,0,0,False,0.0,,TN
NJ44,Liberty Hall,40.67510222222222,-74.24542361111111,0,0,False,0.0,,TN
NJ48,Golden Nugget Atlantic City,39.37997222222222,-74.42683333333333,1,1,True,0.6174,"[300, 263, 494, 443]",TP
NJ51,Florham Park,40.79333055555556,-74.38027777777778,1,1,True,0.7695,"[236, 266, 377, 395]",TP
NJ53,Nj Hwy Auth-Admin Bldg Helispot,40.537326944444445,-74.2982025,0,0,True,0.282,"[265, 28, 487, 220]",TN
NJ54,George Washington Bridge,40.85386111111112,-73.96955555555556,1,1,True,0.6369,"[0, 43, 110, 146]",TP
NJ55,Greely Helipad,40.31697777777778,-74.03815833333333,1,1,True,0.503,"[197, 200, 432, 412]",TP
NJ57,Steel Pier,39.35636111111111,-74.41825,1,1,True,0.6318,"[84, 124, 211, 238]",TP
NJ62,Lz 1 Nldc,39.88988888888889,-74.5816111111111,0,0,True,0.3468,"[125, 424, 405, 640]",TN
NJ66,Hackettstown Medical Center,40.86167777777778,-74.81465555555555,1,1,True,0.8178,"[232, 231, 417, 407]",TP
NJ71,Holmansville,40.09872222222222,-74.31530555555555,0,0,False,0.0,,TN
NJ73,State Police Holmdel Helispot,40.394275,-74.17930972222223,0,0,False,0.0,,TN
NJ76,Hq 78th Division,40.524548333333335,-74.42570694444444,0,0,True,0.4145,"[3, 202, 125, 313]",TN
NJ77,Warren County Public Safety Dept,40.74097222222223,-75.0215,0,0,True,0.4716,"[276, 176, 533, 398]",TN
NJ87,University Hospital Rooftop,40.74084722222222,-74.19084166666667,1,1,True,0.625,"[137, 227, 309, 385]",TP
NJ89,Southern Ocean Medical Center,39.720888888888894,-74.28309722222222,1,1,True,0.7106,"[263, 270, 378, 380]",TP
NJ92,St Benedict's,40.735147222222224,-74.17849722222223,0,1,True,0.6265,"[249, 237, 400, 380]",FP
NJ97,Nj Turnpike Authority,39.95611111111111,-74.91969444444445,1,1,True,0.7402,"[227, 253, 398, 406]",TP
NJ99,Vonage,40.34952777777778,-74.19058333333334,1,1,True,0.5558,"[177, 206, 419, 424]",TP
NK11,Troop B Headquarters,44.30131111111111,-74.07981944444444,1,0,True,0.2868,"[420, 279, 604, 444]",FN
NK14,Little Falls Ems,43.04087777777777,-74.83665833333333,1,1,True,0.7775,"[248, 256, 392, 383]",TP
NK18,Peconic Bay Medical Center,40.93483055555555,-72.67412777777778,1,1,True,0.5232,"[264, 266, 439, 422]",TP
NK23,Tetz Landing,41.54855,-74.46852222222222,1,1,True,0.7051,"[237, 238, 402, 393]",TP
NK29,Margaretville Hospital,42.14705555555555,-74.64200000000001,0,0,False,0.0,,TN
NK32,Ny Arng,42.66674527777778,-73.83290027777777,0,0,False,0.0,,TN
NK33,Ny State Police - Troop T,42.627466,-73.77737499999999,1,0,True,0.3849,"[155, 189, 444, 452]",FN
NK37,Nyu Langone Hospital/Long Island,40.74176777777778,-73.64401777777779,0,0,False,0.0,,TN
NK39,One Police Plaza,40.712519444444446,-74.00171944444445,0,0,False,0.0,,TN
NK40,Regeneron Campus,41.11280833333333,-73.86283888888889,1,1,True,0.6982,"[231, 243, 404, 405]",TP
NK47,Saint James Hospital,42.3575,-77.66444444444446,0,0,False,0.0,,TN
NK48,Eastern Long Island,41.10995555555556,-72.36010555555555,1,1,True,0.5052,"[232, 251, 385, 380]",TP
NK49,Owego,42.102851944444446,-76.22131972222222,0,1,True,0.5324,"[353, 124, 439, 206]",FP
NK50,St Mary's Hospital Elevated,42.95454444444445,-74.21635833333333,0,0,False,0.0,,TN
NK55,Onondaga County Sheriff's Department,43.08506666666667,-76.28706805555555,0,0,True,0.3728,"[201, 80, 455, 274]",TN
NK56,Fishkill Plant,41.54342666666666,-73.8190225,0,0,False,0.0,,TN
NK58,Gibraltar,42.528394166666665,-78.90725555555557,0,0,False,0.0,,TN
NK61,General Electric R&d Center,42.826038888888895,-73.87406388888888,1,1,True,0.649,"[186, 205, 432, 422]",TP
NK63,Wyoming County Community Health,42.75340530555555,-78.13146611111111,1,1,True,0.6361,"[237, 249, 398, 386]",TP
NK64,AMcH,42.653733333333335,-73.77560277777778,0,0,True,0.4651,"[103, 278, 218, 387]",TN
NK67,Mather Hospital,40.940575,-73.05337777777777,0,0,False,0.0,,TN
NK75,Thomas E Perdue,44.93673333333333,-74.90910277777779,1,1,True,0.5448,"[234, 256, 390, 371]",TP
NK77,Niagara Falls Meml Parking Ramp,43.09390833333334,-79.05087222222222,0,0,False,0.0,,TN
NK78,Ge Management Development Institute,41.18775,-73.86813888888888,1,1,True,0.7343,"[237, 224, 363, 348]",TP
NK84,Safe Flight Instrument Corp,41.08160277777778,-73.7129638888889,1,1,True,0.7444,"[238, 281, 355, 388]",TP
NK90,Tli,41.14509527777778,-73.86846888888888,0,0,False,0.0,,TN
NK95,Bastek,41.32092777777778,-74.50432555555555,0,0,False,0.0,,TN
NK96,Midhudson Rgnl Hospital of Westchester Med Cntr,41.71855833333333,-73.92855833333334,1,1,True,0.7184,"[223, 223, 419, 416]",TP
NY04,Clive Holmes Estate,40.91411111111111,-73.52059722222222,0,0,False,0.0,,TN
NY08,Port Jervis Fire Department,41.37703805555556,-74.67599583333333,1,0,True,0.2605,"[275, 226, 586, 500]",FN
NY12,Auburn Community Hospital,42.94105277777778,-76.56432222222222,1,1,True,0.7982,"[263, 267, 372, 369]",TP
NY14,Ulster Heights Kingdom,41.762927777777776,-74.45483611111112,0,0,False,0.0,,TN
NY21,Dewitt,43.2147,-77.52299983333333,0,0,False,0.0,,TN
NY22,Nypd Air Operations (Floyd Bennett Fld),40.59035555555556,-73.88181944444443,1,0,True,0.307,"[378, 0, 581, 54]",FN
NY30,Hilltop,41.66855,-74.75773055555555,0,0,False,0.0,,TN
NY32,Cayuga Medical Center,42.46944444444445,-76.53611111111111,1,1,True,0.7647,"[170, 193, 358, 362]",TP
NY36,Adirondack Medical Center,44.34421666666667,-74.14227500000001,1,1,True,0.6094,"[252, 256, 372, 373]",TP
NY38,Johanson Estate,40.90689166666667,-73.51608888888889,0,0,True,0.2858,"[420, 198, 640, 385]",TN
NY43,Mt View,42.156619444444445,-73.999,0,0,False,0.0,,TN
NY44,Somers,41.31703861111112,-73.67985222222222,0,1,True,0.5423,"[219, 272, 418, 453]",FP
NY45,Robins Island South,40.96277777777778,-72.45666666666666,0,0,False,0.0,,TN
NY46,Bel-Aire Farms,41.850141666666666,-73.5991111111111,0,0,True,0.3633,"[233, 228, 378, 369]",TN
NY47,Wyeth Ayerst,41.077875000000006,-74.02483055555555,1,1,True,0.5414,"[248, 248, 401, 388]",TP
NY52,Staten Island University Hospital,40.58420277777778,-74.08326111111111,0,1,True,0.7633,"[256, 261, 382, 373]",FP
NY54,Evergreen Mountain,42.19277777777778,-74.32666666666667,1,0,True,0.3965,"[254, 267, 389, 381]",FN
NY58,Franjo Jo Airways,41.825664,-75.09922399999999,0,0,False,0.0,,TN
NY86,Wynn Hospital,43.10424444444445,-75.236025,0,0,True,0.3367,"[376, 594, 530, 639]",TN
NY90,Medina Meml Hospital,43.222144444444446,-78.39738333333334,1,1,True,0.7231,"[267, 266, 378, 368]",TP
NY93,Phillipsburg Landing,41.43233333333333,-74.36516666666667,0,0,False,0.0,,TN
NY99,Lakeview Shock Incarceration Correctional Facility,42.40759722222222,-79.43937777777778,1,1,True,0.7602,"[218, 224, 415, 406]",TP
P72,Penn's Landing,39.937335,-75.14128777777779,1,1,True,0.6766,"[359, 341, 522, 491]",TP
P99,W P H S,40.108105555555554,-79.54794166666666,1,1,True,0.6095,"[222, 230, 428, 413]",TP
PA03,Hospital of Univ of Pa/West,39.94971111111111,-75.19305833333334,0,0,False,0.0,,TN
PA04,Penn Highlands Brookville,41.1564525,-79.0930925,0,0,True,0.4382,"[7, 0, 197, 57]",TN
PA10,Penn Highlands Healthcare - Dubois,41.11465277777778,-78.77378611111111,1,1,True,0.7789,"[137, 360, 291, 505]",TP
PA11,Wellspan Gettysburg Hospital,39.82464722222223,-77.23591111111111,1,1,True,0.8191,"[267, 192, 411, 326]",TP
PA13,St Lukes Monroe,40.99834166666667,-75.26183888888889,0,0,False,0.0,,TN
PA14,Battlefield,39.78481861111111,-77.25665166666667,0,0,True,0.3037,"[592, 503, 640, 633]",TN
PA16,UpMc Shadyside Hospital,40.45428888888889,-79.93966111111112,1,1,True,0.7961,"[325, 254, 462, 375]",TP
PA22,West Penn Power,40.32027777777778,-79.54416666666667,1,1,True,0.5939,"[84, 120, 274, 292]",TP
PA23,Sl Carbon Campus,40.845125,-75.67228055555556,1,1,True,0.6116,"[205, 248, 406, 431]",TP
PA24,Excela Health Latrobe Hospital,40.32027777777778,-79.39361111111111,1,1,True,0.792,"[347, 210, 525, 365]",TP
PA27,Butz,40.60426305555556,-75.56213,0,0,False,0.0,,TN
PA28,Excela Health,40.300781,-79.55578961111111,1,1,True,0.7829,"[210, 260, 332, 366]",TP
PA29,Independence Health Frick Hospital,40.14534944444444,-79.55059416666667,1,1,True,0.7791,"[278, 142, 435, 283]",TP
PA34,St Lukes Anderson,40.651266666666665,-75.28835555555555,0,0,True,0.2816,"[108, 340, 307, 508]",TN
PA37,Sci-Mahanoy,40.79551944444445,-76.17702222222222,1,1,True,0.7704,"[217, 230, 404, 401]",TP
PA38,Penn Highlands Hospital,40.024639444444446,-79.5761773611111,1,1,True,0.6522,"[217, 216, 425, 409]",TP
PA39,Penn Presbyterian Medical Center - North,39.95916666666667,-75.19777777777779,1,1,True,0.6938,"[249, 250, 433, 410]",TP
PA41,Butler Meml Hospital,40.866935,-79.87989499999999,1,1,True,0.7443,"[288, 256, 435, 387]",TP
PA43,Foley,40.73616666666667,-80.03959444444445,1,0,True,0.4495,"[260, 266, 362, 370]",FN
PA46,UpMc Horizon Greenville Hospital,41.41176311111111,-80.37313049999999,1,0,True,0.3981,"[191, 227, 441, 444]",FN
PA48,Penn State Health Holy Spirit,40.25225833333333,-76.92073611111111,1,1,True,0.8034,"[254, 259, 383, 376]",TP
PA50,Bloomsburg Hospital,41.010041666666666,-76.45225,1,1,True,0.6878,"[221, 240, 386, 386]",TP
PA56,UPMC Passavant Cranberry,40.68374444444444,-80.09711666666666,1,1,True,0.8207,"[237, 244, 398, 395]",TP
PA57,Grove City Medical Ctr,41.17145833333333,-80.08491666666666,1,1,True,0.6588,"[245, 250, 396, 384]",TP
PA59,Cast & Baker,40.23811666666667,-80.17741666666667,0,0,False,0.0,,TN
PA60,Chambersburg Hospital,39.93302222222222,-77.64572500000001,1,1,True,0.8246,"[241, 239, 396, 380]",TP
PA62,Temple University,40.00570555555556,-75.15014444444445,1,1,True,0.7638,"[99, 253, 236, 373]",TP
PA63,Wpxi-Tv Evergreen Road,40.49507222222222,-80.01078055555556,1,1,True,0.7865,"[262, 261, 385, 374]",TP
PA64,State College West Pad,40.81176388888888,-77.91480833333334,1,1,True,0.7455,"[262, 258, 376, 368]",TP
PA67,Allegheny Hospitals Canonsburg,40.24605,-80.1913888888889,0,0,False,0.0,,TN
PA78,Sports Complex N Lot,39.90154444444444,-75.16134444444445,1,1,True,0.7072,"[217, 208, 424, 406]",TP
PA79,Tinicum Farms,40.529268888888886,-75.09961638888889,0,0,False,0.0,,TN
PA80,St Luke's Hospital,40.608525,-75.39424166666667,1,1,True,0.6931,"[318, 245, 434, 354]",TP
PA83,Newburg Hopewell Vfd,40.13780833333333,-77.54183333333333,0,0,False,0.0,,TN
PA85,Goh Greens Landing,41.921125,-76.52618888888888,1,1,True,0.5933,"[287, 268, 397, 366]",TP
PA87,Tek Park Breinigsville,40.545741666666665,-75.66185555555556,1,0,True,0.3665,"[197, 216, 428, 417]",FN
PA91,UpMc Kane,41.671188888888885,-78.81790833333334,1,1,True,0.7441,"[223, 239, 403, 401]",TP
PA93,Cherokee,40.68552777777777,-79.456625,0,0,False,0.0,,TN
PA94,Sharon Rgnl Health System,41.23169444444444,-80.49660833333333,1,1,True,0.6866,"[236, 245, 397, 388]",TP
PA95,Turnpike Nr 1,40.21510277777778,-76.79019444444444,1,1,True,0.7305,"[242, 244, 395, 388]",TP
PA97,Warren General Hospital,41.84403222222223,-79.15467291666667,1,1,True,0.5379,"[233, 251, 353, 358]",TP
PN03,Abington Meml Hospital,40.11923888888889,-75.11987222222221,1,1,True,0.5243,"[290, 226, 462, 374]",TP
PN09,UpMc Cole,41.771575,-77.97953333333334,1,1,True,0.6863,"[199, 226, 425, 420]",TP
PN20,Car Tech,40.37370833333333,-75.93685833333333,1,1,True,0.5849,"[173, 196, 438, 437]",TP
PN22,University of Pitt Medical Landing Area,41.949928,-78.66678161111112,0,0,False,0.0,,TN
PN23,University of Pittsburgh Med Center Mercy,40.43615138888889,-79.98502777777777,0,1,True,0.7184,"[0, 387, 137, 511]",FP
PN26,St Clair Hospital,40.378425,-80.06536388888888,1,1,True,0.804,"[235, 241, 398, 386]",TP
PN28,Campbell's,40.28661388888889,-75.1443388888889,1,1,True,0.5994,"[239, 253, 401, 390]",TP
PN29,Stevens Fire Company,40.213534,-76.148684,1,1,True,0.6121,"[183, 205, 428, 441]",TP
PN32,Indiana Rgnl Medical Center,40.60673888888889,-79.15612222222222,1,0,True,0.3477,"[258, 263, 370, 365]",FN
PN33,Air Methods,39.86416666666667,-77.15472222222223,1,1,True,0.5879,"[208, 301, 412, 473]",TP
PN34,Piasecki Heliplex,39.978750000000005,-75.87994166666665,1,1,True,0.5463,"[224, 244, 407, 408]",TP
PN42,Practice Football Fld,40.62506611111111,-79.14975694444445,0,0,False,0.0,,TN
PN44,Merck/Upper Gwynedd,40.21586666666667,-75.28033055555555,1,1,True,0.6748,"[197, 211, 445, 432]",TP
PN45,Wyoming Valley Medical Center,41.25778611111111,-75.80820555555555,0,0,False,0.0,,TN
PN47,Grand View Hospital,40.36222222222222,-75.32580555555555,0,0,False,0.0,,TN
PN52,Mike's,39.86722222222223,-75.93361111111112,0,0,False,0.0,,TN
PN56,Maciejewski Farm,40.895,-76.48138888888889,0,0,False,0.0,,TN
PN60,Motola's Paving,40.83775,-75.69721666666668,0,1,True,0.5466,"[35, 138, 113, 210]",FP
PN63,Limerick Generating Station,40.22647222222223,-75.58319999999999,1,1,True,0.6577,"[244, 242, 403, 389]",TP
PN70,Kint Farm,40.53559166666666,-77.37891666666665,0,0,False,0.0,,TN
PN74,Guthrie Troy Community Hospital,41.78199444444444,-76.80628888888889,0,0,False,0.0,,TN
PN75,Wilkes-Barre General Hospital,41.25837777777778,-75.86681666666667,0,0,True,0.2775,"[313, 365, 576, 593]",TN
PN76,UPMC Northwest,41.36232777777778,-79.70072222222223,1,1,True,0.7016,"[217, 268, 370, 403]",TP
PN78,600 Grant Street Rooftop,40.44201333333333,-79.99533083333334,1,1,True,0.5403,"[244, 354, 479, 567]",TP
PN79,Passavant Hospital,40.57337222222223,-80.01189166666667,1,1,True,0.7837,"[245, 244, 393, 375]",TP
PN80,West Penn Hospital,40.46079208333334,-79.9466925,1,1,True,0.7249,"[258, 247, 432, 399]",TP
PN82,Dvs,40.67428333333333,-75.5051,0,1,True,0.7025,"[301, 271, 398, 360]",FP
PN83,Goh Cressona,40.63893888888889,-76.19421944444444,0,0,False,0.0,,TN
PN86,Goodwill Fire Company Nr 1,40.69393611111111,-76.25504722222222,1,1,True,0.5589,"[208, 212, 417, 413]",TP
PN89,Ridgway,41.42369444444444,-78.73152777777779,0,0,False,0.0,,TN
PN94,Wiconisco Fire Company,40.569750000000006,-76.69595000000001,1,1,True,0.741,"[215, 217, 453, 444]",TP
PS01,Sterling,40.08127777777778,-74.89422222222223,1,1,True,0.5238,"[226, 220, 408, 386]",TP
PS07,St Lukes Miners Meml Hospital,40.82093611111112,-75.91472222222222,1,1,True,0.732,"[42, 304, 150, 405]",TP
PS13,Boeing Helicopters Center 3 South,39.858530555555554,-75.31954444444445,1,0,True,0.4351,"[176, 211, 456, 448]",FN
PS16,Holy Redeemer Hospital,40.11188888888889,-75.08133333333333,1,1,True,0.7374,"[219, 249, 394, 413]",TP
PS17,Marlboro Corporate Park,39.85801388888889,-75.69505000000001,1,0,True,0.2564,"[237, 275, 336, 369]",FN
PS22,Lehigh Vally Hospital - Hazleton,40.949666666666666,-75.96454444444444,1,1,True,0.7603,"[239, 256, 387, 381]",TP
PS23,Thompsontown Vfd,40.56632777777777,-77.23109722222222,0,0,True,0.3739,"[68, 261, 208, 380]",TN
PS29,Sugan Pond,40.37510555555556,-74.99127944444444,0,0,False,0.0,,TN
PS34,North Penn USARC,40.19177277777777,-75.34128944444444,0,0,False,0.0,,TN
PS35,Stone,39.94305555555555,-76.59472222222222,0,0,False,0.0,,TN
PS37,Geisinger Medical Center Muncy,41.24004722222222,-76.8064,1,1,True,0.7551,"[342, 216, 482, 348]",TP
PS41,UPMC-Horizon Hospital/Shenango Campus,41.209741666666666,-80.46881944444445,1,1,True,0.7824,"[222, 238, 357, 366]",TP
PS45,Mission Destiny,39.92083333333333,-76.48701111111112,0,1,True,0.6152,"[271, 270, 383, 367]",FP
PS48,Larksville Ems,41.25953333333333,-75.93524722222223,1,1,True,0.7482,"[257, 260, 387, 380]",TP
PS56,Morris,39.77926333333333,-77.25137388888889,1,0,False,0.0,,FN
PS57,Mount Nittany Medical Center,40.81937777777778,-77.84297222222222,1,1,True,0.8032,"[316, 300, 442, 415]",TP
PS58,Penn St Health/Lancaster Medical Center,40.0829,-76.38440555555556,1,1,True,0.5527,"[198, 245, 369, 387]",TP
PS59,Dickson City Hospital,41.45318888888889,-75.63267222222221,1,1,True,0.7431,"[206, 245, 359, 380]",TP
PS65,Crozer-Chester,39.85685,-75.36887222222222,1,1,True,0.7236,"[263, 260, 381, 367]",TP
PS71,St Mary Medical Center,40.20211111111112,-74.92267222222223,1,1,True,0.7297,"[252, 258, 392, 380]",TP
PS72,Haig-K,40.064902777777775,-75.61080555555554,0,0,False,0.0,,TN
PS74,Hahn,40.800288888888886,-75.33807777777777,1,0,False,0.0,,FN
PS78,Pittsburgh City Center,40.44333888888889,-79.96056666666667,1,1,True,0.5748,"[191, 240, 380, 413]",TP
PS81,Robert Packer Hospital,41.97943888888889,-76.52053611111111,1,1,True,0.8201,"[245, 257, 386, 376]",TP
PS83,Glaxosmithkline LLC,40.07858611111112,-75.32909444444444,1,1,True,0.7552,"[243, 239, 401, 388]",TP
PS91,Conemaugh Meml Medical Center,40.30555555555555,-78.91805555555555,1,1,True,0.5316,"[157, 234, 308, 365]",TP
PS92,Va Medical Center,40.31562222222222,-76.40433055555556,0,0,False,0.0,,TN
PS95,Mazzuca,40.68579444444444,-76.21065833333334,1,1,True,0.6757,"[231, 242, 402, 391]",TP
T27,Independent,41.49277777777778,-74.1043611111111,0,0,True,0.4086,"[148, 0, 383, 180]",TN
